date time,st1,st2,st3,st4
2019-08-22 00:00:00,5.7,9.082,8.915,8.599
2019-08-23 00:00:00,5.969,8.955,8.87,8.571
2019-08-24 00:00:00,5.964,9.021,8.886,8.883
2019-08-25 00:00:00,6.035,8.956,9.074,8.77
2019-08-26 00:00:00,5.92,9.269,8.906,8.614
2019-08-27 00:00:00,5.856,9.217,8.845,8.588
2019-08-28 00:00:00,5.753,9.006,8.74,8.46
2019-08-29 00:00:00,5.743,8.994,8.633,8.512
2019-08-30 00:00:00,5.654,8.968,8.948,8.356
2019-08-31 00:00:00,5.679,8.949,8.92,8.366
2019-09-01 00:00:00,5.588,8.865,8.882,8.261
2019-09-02 00:00:00,5.655,8.874,8.87,8.117
2019-09-03 00:00:00,5.627,8.743,8.726,8.028
2019-09-04 00:00:00,5.567,8.698,8.607,8.131
2019-09-05 00:00:00,5.511,8.632,8.607,8.186
2019-09-06 00:00:00,5.377,8.521,8.522,8.09
2019-09-07 00:00:00,5.25,8.44,8.493,8.241
2019-09-08 00:00:00,5.202,8.448,8.435,8.182
2019-09-09 00:00:00,5.196,8.747,8.384,8.133
2019-09-10 00:00:00,5.143,8.648,8.739,8.099
2019-09-11 00:00:00,5.329,9.098,8.684,8.109
2019-09-12 00:00:00,5.29,9.073,8.596,8.077
2019-09-13 00:00:00,5.185,9.051,8.604,7.938
2019-09-14 00:00:00,5.06,8.863,8.593,7.994
2019-09-15 00:00:00,5.16,8.929,8.701,8.067
2019-09-16 00:00:00,5.019,8.757,8.675,8.146
2019-09-17 00:00:00,5.06,8.771,8.701,8.052
2019-09-18 00:00:00,5.018,8.773,8.566,8.013
2019-09-19 00:00:00,5.015,8.696,8.508,7.968
2019-09-20 00:00:00,5.008,8.61,8.349,7.882
2019-09-21 00:00:00,5.195,8.566,8.364,7.799
2019-09-22 00:00:00,5.216,8.506,8.364,7.817
2019-09-23 00:00:00,5.228,8.418,8.271,7.73
2019-09-24 00:00:00,5.37,8.398,8.197,7.752
2019-09-25 00:00:00,5.343,8.503,8.134,7.777
2019-09-26 00:00:00,5.478,8.515,8.038,7.712
2019-09-27 00:00:00,5.388,8.47,8.09,7.68
2019-09-28 00:00:00,5.614,8.76,8.118,8.098
2019-09-29 00:00:00,5.592,8.772,8.055,7.995
2019-09-30 00:00:00,5.424,8.694,8.035,7.863
2019-10-01 00:00:00,5.371,8.586,8.225,7.928
2019-10-02 00:00:00,5.346,9.065,8.201,8.436
2019-10-03 00:00:00,5.279,9.046,8.154,8.376
2019-10-04 00:00:00,5.167,9.033,8.146,8.461
2019-10-05 00:00:00,5.206,8.885,8.288,8.552
2019-10-06 00:00:00,5.272,9.066,8.256,8.451
2019-10-07 00:00:00,5.366,9.264,8.156,8.34
2019-10-08 00:00:00,5.429,9.158,8.096,8.268
2019-10-09 00:00:00,5.499,9.062,8.034,8.248
2019-10-10 00:00:00,5.504,8.936,8.068,8.555
2019-10-11 00:00:00,5.767,8.841,8.152,8.51
2019-10-12 00:00:00,6.059,8.662,8.114,8.394
2019-10-13 00:00:00,5.998,8.559,8.099,8.352
2019-10-14 00:00:00,6.078,8.532,8.185,8.337
2019-10-15 00:00:00,6.217,8.477,8.154,8.404
2019-10-16 00:00:00,6.123,8.463,8.11,8.385
2019-10-17 00:00:00,6.098,8.738,8.076,8.337
2019-10-18 00:00:00,6.12,8.688,8.076,8.402
2019-10-19 00:00:00,6.028,8.63,8.103,8.348
2019-10-20 00:00:00,6.282,8.612,8.39,8.303
2019-10-21 00:00:00,6.167,8.69,8.409,8.189
2019-10-22 00:00:00,6.059,8.654,8.306,8.112
2019-10-23 00:00:00,5.922,8.527,8.163,7.996
2019-10-24 00:00:00,5.944,8.448,8.107,7.914
2019-10-25 00:00:00,5.906,8.417,8.108,7.904
2019-10-26 00:00:00,5.884,8.35,8.054,7.817
2019-10-27 00:00:00,5.852,8.754,8.047,7.799
2019-10-28 00:00:00,5.786,8.653,8.258,7.912
2019-10-29 00:00:00,5.65,8.656,8.245,7.814
2019-10-30 00:00:00,5.623,8.596,8.257,7.792
2019-10-31 00:00:00,5.518,8.567,8.239,7.733
2019-11-01 00:00:00,5.487,8.537,8.172,7.685
2019-11-02 00:00:00,5.472,8.714,8.145,7.744
2019-11-03 00:00:00,5.371,8.655,8.099,7.801
2019-11-04 00:00:00,5.321,8.584,8.057,7.827
2019-11-05 00:00:00,5.322,8.831,8.069,7.759
2019-11-06 00:00:00,5.364,8.742,8.104,7.679
2019-11-07 00:00:00,5.394,8.73,8.094,7.593
2019-11-08 00:00:00,5.395,8.718,8.092,7.541
2019-11-09 00:00:00,5.334,8.705,8.001,7.559
2019-11-10 00:00:00,5.249,8.686,8.004,7.55
2019-11-11 00:00:00,5.261,8.741,8.002,7.719
2019-11-12 00:00:00,5.18,8.667,7.998,7.87
2019-11-13 00:00:00,5.135,8.633,8.01,7.792
2019-11-14 00:00:00,5.137,8.673,8.064,7.784
2019-11-15 00:00:00,5.36,8.59,8.0,7.705
2019-11-16 00:00:00,5.326,8.511,7.988,7.621
2019-11-17 00:00:00,5.29,8.818,7.983,7.523
2019-11-18 00:00:00,5.279,9.088,8.089,7.652
2019-11-19 00:00:00,5.25,8.997,8.404,7.605
2019-11-20 00:00:00,5.26,8.904,8.351,7.558
2019-11-21 00:00:00,5.295,9.021,8.419,7.791
2019-11-22 00:00:00,5.314,8.883,8.464,7.711
2019-11-23 00:00:00,5.276,9.192,8.372,7.676
2019-11-24 00:00:00,5.261,9.469,8.368,7.847
2019-11-25 00:00:00,5.491,9.397,8.433,7.841
2019-11-26 00:00:00,5.499,9.316,8.36,7.793
2019-11-27 00:00:00,5.668,9.254,8.34,7.775
2019-11-28 00:00:00,5.636,9.268,8.271,7.818
2019-11-29 00:00:00,5.634,9.31,8.258,7.856
2019-11-30 00:00:00,5.71,9.181,8.393,7.89
2019-12-01 00:00:00,5.709,9.707,8.307,7.818
2019-12-02 00:00:00,5.634,9.562,8.552,7.805
2019-12-03 00:00:00,5.657,9.48,8.544,7.751
2019-12-04 00:00:00,5.724,9.409,8.499,7.606
2019-12-05 00:00:00,5.621,9.384,8.483,7.56
2019-12-06 00:00:00,5.577,9.614,8.406,7.575
2019-12-07 00:00:00,5.879,9.719,8.38,7.521
2019-12-08 00:00:00,5.859,9.698,8.348,7.518
2019-12-09 00:00:00,5.86,9.768,8.398,7.533
2019-12-10 00:00:00,6.237,9.685,8.467,7.497
2019-12-11 00:00:00,6.21,9.63,8.366,7.532
2019-12-12 00:00:00,6.132,9.484,8.351,7.529
2019-12-13 00:00:00,6.182,9.507,8.339,7.517
2019-12-14 00:00:00,6.143,9.814,8.416,7.64
2019-12-15 00:00:00,6.161,9.762,8.887,7.599
2019-12-16 00:00:00,6.204,9.729,8.83,7.711
2019-12-17 00:00:00,6.185,9.645,8.872,7.701
2019-12-18 00:00:00,6.529,9.596,8.813,8.036
2019-12-19 00:00:00,6.529,9.573,8.77,8.073
2019-12-20 00:00:00,6.501,9.521,8.716,8.012
2019-12-21 00:00:00,6.498,9.393,8.761,8.05
2019-12-22 00:00:00,6.45,9.472,8.765,8.102
2019-12-23 00:00:00,6.343,9.451,8.736,8.086
2019-12-24 00:00:00,6.286,9.471,8.865,8.099
2019-12-25 00:00:00,6.282,9.387,8.827,8.085
2019-12-26 00:00:00,6.234,9.407,8.799,8.025
2019-12-27 00:00:00,6.2,9.396,8.737,8.113
2019-12-28 00:00:00,6.118,9.428,8.789,8.321
2019-12-29 00:00:00,6.178,9.497,8.974,8.377
2019-12-30 00:00:00,6.195,9.674,9.017,8.326
2019-12-31 00:00:00,6.28,9.655,9.074,8.407
